Goals,Deaths,Reward,Step 
496,473,-1,143125
497,473,1.1,143225
497,474,-1,143360
498,474,1.083333,143480
498,475,-1,143595
498,476,-1,143720
498,477,-1,143935
498,478,-1,144065
499,478,1.07874,144195
500,478,1.065789,144350
501,478,1.053476,144540
501,479,-1,144600
502,479,1.098039,144705
502,480,-1,144910
502,481,-1,145085
503,481,1.086207,145205
503,482,-1,145335
503,483,-1,145505
504,483,1.049261,145710
505,483,1.09434,145820
505,484,-1,145950
506,484,1.12987,146030
506,485,-1,146140
507,485,1.084746,146260
508,485,1.096154,146365
509,485,1.09901,146470
510,485,1.082645,146595
511,485,1.065359,146750
512,485,1.107527,146845
513,485,1.065789,147000
514,485,1.103093,147100
515,485,1.081301,147225
516,485,1.106383,147320
517,485,1.061728,147485
518,485,1.083333,147605
519,485,1.064516,147760
519,486,-1,147975
520,486,1.105263,148070
520,487,-1,148255
521,487,1.087719,148370
522,487,1.070922,148515
523,487,1.076923,148645
524,487,1.098039,148750
525,487,1.077519,148880
525,488,-1,149025
526,488,1.074074,149160
526,489,-1,149290
526,490,-1,149475
527,490,1.075758,149610
528,490,1.089286,149725
529,490,1.066225,149880
530,490,1.060606,150045
531,490,1.076923,150175
532,490,1.086207,150295
533,490,1.116279,150385
534,490,1.058824,150555
535,490,1.055556,150735
536,490,1.111111,150825
537,490,1.073529,150965
537,491,-1,151175
537,492,-1,151345
538,492,1.097087,151450
538,493,-1,151615
538,494,-1,151775
539,494,1.10989,151870
539,495,-1,152065
540,495,1.116279,152155
541,495,1.082645,152280
542,495,1.060241,152450
543,495,1.075758,152585
544,495,1.172414,152645
545,495,1.117647,152730
545,496,-1,152875
546,496,1.080645,153000
546,497,-1,153150
546,498,-1,153270
547,498,1.052632,153460
548,498,1.068027,153610
549,498,1.087719,153725
549,499,-1,153850
550,499,1.086207,153970
551,499,1.084034,154090
552,499,1.050251,154290
553,499,1.117647,154375
553,500,-1,154535
553,501,-1,154540
553,502,-1,154810
554,502,1.092593,154920
555,502,1.047393,155135
556,502,1.054945,155320
557,502,1.054645,155505
558,502,1.058824,155675
559,502,1.1,155775
559,503,-1,155900
560,503,1.064516,156055
561,503,1.12987,156135
562,503,1.070922,156280
563,503,1.067114,156430
564,503,1.105263,156525
565,503,1.107527,156620
566,503,1.111111,156710
567,503,1.093458,156820
567,504,-1,156955
568,504,1.086957,157070
569,504,1.076336,157205
570,504,1.113636,157295
570,505,-1,157515
570,506,-1,157695
570,507,-1,157825
570,508,-1,157985
570,509,-1,158170
570,510,-1,158270
571,510,1.089286,158385
571,511,-1,158490
572,511,1.03937,158745
573,511,1.046296,158965
574,511,1.114943,159055
575,511,1.062893,159215
575,512,-1,159340
575,513,-1,159485
576,513,1.054348,159670
